CODFILIAL;NUMPED;CNPJ_FORNECEDOR;FORNECEDOR;CNPJ_CLIENTE;CLIENTE;TOTAL_FATURADO;VALOR_DEVOLVIDO
1;530076704;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;03.176.330/0002-01;VAREJAO DOS COMPRIMIDOS FILIAL;6433,99;
1;530076705;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;03.176.330/0003-92;VAREJAO DOS COMPRIMIDOS LTDA;2608,93;
1;530076708;60659463000191;ACHE LABORATORIOS FARMACEUTICOS S/A;09.079.911/0001-20;BARATAO DOS COMPRIMIDOS COMERC;206,24;
1;530076709;60659463000191;ACHE LABORATORIOS FARMACEUTICOS S/A;05.457.203/0001-25;CASA DOS COMPRIMIDOS COMERCIAL;4124,81;
1;530076711;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;03.135.553/0001-40;DROGAMASTER LTDA EPP;335,05;
1;530076712;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;02.908.324/0001-58;FARM.CAUCAIA LTDA-EPP;657,69;
1;530076713;60659463000191;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;02.908.324/0002-39;FARMACIA CAUCAIA LTDA ME FILIAL 2;620,22;
1;530076715;57507378001418;EMS S/A;07.467.475/0013-75;FARMACIA DOSE CERTA LJ 11;1494,65;
1;530076716;57507378001418;EMS S/A;07.467.475/0001-31;SANFARMA SANTO ANTONIO FARMAC;1730,74;
1;530076717;57507378001418;EMS S/A;07.467.475/0015-37;SANFARMA SANTO ANTONIO FARMACEUTICA LTDA;746,61;
1;530076718;57507378001418;EMS S/A;07.467.475/0017-07;SANFARMA SANTO ANTONIO FARMACEUTICA LTDA;1908,44;
1;530076719;57507378001418;EMS S/A;07.467.475/0020-02;FARMACIA DOSE CERTA LJ 20;895,55;
1;530076720;57507378001418;EMS S/A;07.467.475/0026-90;SANFARMA SANTO ANTONIO FARM.;774,72;
1;530076721;57507378001418;EMS S/A;07.467.475/0027-70;SANFARMA SANTO ANTONIO FARMACE;2272,21;
1;530076722;57507378001418;EMS S/A;07.467.475/0028-51;SANFARMA SANTO ANTONIO FARMACEUTICA LTDA;359,68;9,17
1;530076723;57507378001418;EMS S/A;05.457.203/0001-25;CASA DOS COMPRIMIDOS COMERCIAL;35696,45;
1;530076724;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.467.475/0003-01;FARMACIA DOSE CERTA LJ 08;451,83;
1;530076725;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.467.475/0013-75;FARMACIA DOSE CERTA LJ 11;1309,8;
1;530076726;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.467.475/0001-31;SANFARMA SANTO ANTONIO FARMAC;1312,55;
1;530076728;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.467.475/0017-07;SANFARMA SANTO ANTONIO FARMACEUTICA LTDA;877,18;
1;530076729;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.467.475/0020-02;FARMACIA DOSE CERTA LJ 20;660,11;
1;530076730;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.467.475/0026-90;SANFARMA SANTO ANTONIO FARM.;378,64;
1;530076731;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.467.475/0028-51;SANFARMA SANTO ANTONIO FARMACEUTICA LTDA;359,36;
1;530076732;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.298.821/0001-03;FARMACIAS  ALDESUL LTDA-MATRIZ;1486,75;
1;530076733;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.298.821/0002-86;FARMACIAS ALDESUL FL 02;1467,17;
1;530076734;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.298.821/0004-48;FARMACIAS ALDESUL FL 03;1321,77;
1;530076735;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;03.135.553/0001-40;DROGAMASTER LTDA EPP;1876,65;
1;530076736;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.298.821/0005-29;FARMACIAS ALDESUL FL 05;1053,31;
1;530076737;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.298.821/0006-00;FARMACIAS ALDESUL FL 06;420,52;
1;530076738;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.298.821/0008-71;FARMACIAS ALDESUL FL 08;716,53;
1;530076739;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.298.821/0009-52;FARMACIAS ALDESUL FL 09;790,8;13,77
1;530076740;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.298.821/0010-96;FARMACIAS ALDESUL FL 10;150,58;
1;530076741;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.298.821/0011-77;FARMACIAS ALDESUL LTDA FL 11;750,25;
1;530076742;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;02.908.324/0001-58;FARM.CAUCAIA LTDA-EPP;3405,18;
1;530076743;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;02.908.324/0002-39;FARMACIA CAUCAIA LTDA ME FILIAL 2;4773,42;
1;530076744;02456955000183;NATULAB LABORATORIO LTDA;03.135.553/0001-40;DROGAMASTER LTDA EPP;572,67;
1;530076745;02456955000183;NATULAB LABORATORIO LTDA;07.298.821/0001-03;FARMACIAS  ALDESUL LTDA-MATRIZ;3368,65;
1;530076746;02456955000183;NATULAB LABORATORIO LTDA;07.298.821/0001-03;FARMACIAS  ALDESUL LTDA-MATRIZ;3591,57;
1;530076747;02456955000183;NATULAB LABORATORIO LTDA;03.135.553/0001-40;DROGAMASTER LTDA EPP;1131,16;
1;530076748;02456955000183;NATULAB LABORATORIO LTDA;02.908.324/0001-58;FARM.CAUCAIA LTDA-EPP;2711,3;
1;530076749;02456955000183;NATULAB LABORATORIO LTDA;02.908.324/0002-39;FARMACIA CAUCAIA LTDA ME FILIAL 2;1090,68;
1;530076752;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);02.908.324/0001-58;FARM.CAUCAIA LTDA-EPP;3038,4;
1;530076753;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);02.908.324/0002-39;FARMACIA CAUCAIA LTDA ME FILIAL 2;5755,36;
1;530076754;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);03.135.553/0001-40;DROGAMASTER LTDA EPP;1789,06;
1;530076755;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.298.821/0001-03;FARMACIAS  ALDESUL LTDA-MATRIZ;1335,25;
1;530076756;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.298.821/0002-86;FARMACIAS ALDESUL FL 02;1541,08;
1;530076757;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.298.821/0004-48;FARMACIAS ALDESUL FL 03;810,79;
1;530076758;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.298.821/0005-29;FARMACIAS ALDESUL FL 05;692,6;
1;530076759;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.298.821/0006-00;FARMACIAS ALDESUL FL 06;285,6;
1;530076760;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.298.821/0008-71;FARMACIAS ALDESUL FL 08;959,95;
1;530076761;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.298.821/0009-52;FARMACIAS ALDESUL FL 09;534,08;
1;530076762;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.298.821/0010-96;FARMACIAS ALDESUL FL 10;234,63;
1;530076763;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.298.821/0011-77;FARMACIAS ALDESUL LTDA FL 11;1023,78;
1;530076767;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.467.475/0001-31;SANFARMA SANTO ANTONIO FARMAC;858,47;
1;530076768;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.467.475/0013-75;FARMACIA DOSE CERTA LJ 11;335,81;
1;530076771;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.467.475/0027-70;SANFARMA SANTO ANTONIO FARMACE;380,31;
1;530076773;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.467.475/0020-02;FARMACIA DOSE CERTA LJ 20;369,35;
1;530076774;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.467.475/0015-37;SANFARMA SANTO ANTONIO FARMACEUTICA LTDA;647,81;
1;530076800;57507378001418;EMS S/A;16.672.967/0002-30;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 1;963,33;
1;530076801;57507378001418;EMS S/A;16.672.967/0001-50;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 2;221,2;
1;530076802;57507378001418;EMS S/A;19.352.870/0001-58;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 5;1235,59;
1;530076803;57507378001418;EMS S/A;16.672.967/0006-64;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 7;779,5;
1;530076805;57507378001418;EMS S/A;16.672.967/0007-45;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 8;1084,66;
1;530076806;57507378001418;EMS S/A;16.672.967/0009-07;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 9;1411,16;
1;530076807;57507378001418;EMS S/A;16.672.967/0008-26;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 10;2342,37;
1;530076808;57507378001418;EMS S/A;16.672.967/0010-40;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 11;1233,36;
1;530076809;57507378001418;EMS S/A;16.672.967/0012-02;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 14;1417,44;
1;530076810;57507378001418;EMS S/A;16.672.967/0013-93;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 16;1660,3;
1;530076811;57507378001418;EMS S/A;16.672.967/0014-74;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 17;938,51;
1;530076812;57507378001418;EMS S/A;16.672.967/0015-55;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 18;1306,49;
1;530076813;57507378001418;EMS S/A;16.672.967/0016-36;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 19;618,61;
1;530076814;57507378001418;EMS S/A;16.672.967/0018-06;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 22;478,38;
1;530076816;57507378001418;EMS S/A;19.352.870/0002-39;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 21;619,12;
1;530076817;57507378001418;EMS S/A;16.672.967/0020-12;FARMACIA DA ECONOMIA NACIONAL LTDA;1432,23;
1;530076818;57507378001418;EMS S/A;16.672.967/0019-89;FARMACIA DA ECONOMIA NACIONAL LTDA;544,68;
1;530076819;57507378001418;EMS S/A;16.672.967/0021-01;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 25;452,53;
1;530076820;57507378001418;EMS S/A;16.672.967/0022-84;FARMACIA DA ECONOMIA NACIONAL LTDA;396,26;
1;530076821;57507378001418;EMS S/A;16.672.967/0024-46;FARMACIA DA ECONOMIA NACIONAL LTDA FL 7;594,12;
1;530076822;57507378001418;EMS S/A;16.672.967/0025-27;FARMACIA DA ECONOMIA NACIONAL LTDA;922,23;
1;530076823;57507378001418;EMS S/A;16.672.967/0027-99;FARMACIA DA ECONOMIA NACIONAL LTDA;378,59;
1;530076824;57507378001418;EMS S/A;16.672.967/0026-08;FARMACIA DA ECONOMIA NACIONAL LTDA;551,85;
1;530076825;57507378001418;EMS S/A;16.672.967/0028-70;FARMACIA DA ECONOMIA NACIONAL LTDA;278,04;
1;530076826;57507378001418;EMS S/A;43.599.432/0001-73;FARMACIAS DA ECONOMIA FARMA LTDA ME;576,96;
1;530076827;57507378001418;EMS S/A;16.672.967/0023-65;FARMACIA DA ECONOMIA NACIONAL LTDA;697,73;
1;530076863;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);25.033.525/0001-54;ORGANIZACAO POP FARMA LTDA  ME;681,41;
1;530076869;14408399000582;KLEY HERTZ DISTRIBUIDORA LTDA;07.467.475/0015-37;SANFARMA SANTO ANTONIO FARMACEUTICA LTDA;385,21;
1;530076903;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;05.457.203/0001-25;CASA DOS COMPRIMIDOS COMERCIAL;27587,29;
1;530076904;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;05.457.203/0001-25;CASA DOS COMPRIMIDOS COMERCIAL;1816,48;
1;530076905;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;09.079.911/0001-20;BARATAO DOS COMPRIMIDOS COMERC;9145,98;
1;530076907;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;07.298.821/0002-86;FARMACIAS ALDESUL FL 02;1211,01;
1;530076908;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;03.135.553/0001-40;DROGAMASTER LTDA EPP;1288,24;
1;530076909;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;02.908.324/0001-58;FARM.CAUCAIA LTDA-EPP;5727,35;
1;530076910;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;02.908.324/0002-39;FARMACIA CAUCAIA LTDA ME FILIAL 2;4266,3;
1;530076911;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;07.298.821/0001-03;FARMACIAS  ALDESUL LTDA-MATRIZ;2257,18;
1;530076916;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;04.044.047/0002-99;SANTA BRANCA EMPREENDIMENTOS FARMACEUTICOS LTDA;718,0;
1;530076917;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;04.044.047/0006-12;SANTA BRANCA EMPREEND.  FARM;2344,65;
1;530076923;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;04.044.047/0001-08;SANTA BRANCA EMPREENDIMENTOS;975,2;
1;530076927;03485572000104;GEOLAB IND FARMACEUTICA S/A;09.079.911/0001-20;BARATAO DOS COMPRIMIDOS COMERC;784,18;
1;530076928;03485572000104;GEOLAB IND FARMACEUTICA S/A;05.457.203/0001-25;CASA DOS COMPRIMIDOS COMERCIAL;3388,83;
1;530076933;03485572000104;GEOLAB IND FARMACEUTICA S/A;25.033.525/0001-54;ORGANIZACAO POP FARMA LTDA  ME;1519,26;
1;530076939;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0001-50;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 2;556,8;
1;530076940;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0002-30;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 1;596,53;
1;530076941;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0006-64;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 7;524,08;
1;530076942;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0007-45;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 8;641,23;5,46
1;530076943;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0008-26;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 10;1091,13;
1;530076944;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0009-07;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 9;896,69;
1;530076945;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0010-40;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 11;803,95;
1;530076946;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0012-02;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 14;286,21;
1;530076947;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0013-93;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 16;543,17;
1;530076948;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0014-74;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 17;830,1;
1;530076949;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0015-55;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 18;361,62;
1;530076950;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0016-36;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 19;726,31;
1;530076951;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0018-06;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 22;602,01;
1;530076952;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0019-89;FARMACIA DA ECONOMIA NACIONAL LTDA;379,26;
1;530076953;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0020-12;FARMACIA DA ECONOMIA NACIONAL LTDA;868,4;
1;530076954;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0021-01;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 25;720,05;
1;530076955;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0022-84;FARMACIA DA ECONOMIA NACIONAL LTDA;674,08;
1;530076956;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0023-65;FARMACIA DA ECONOMIA NACIONAL LTDA;470,82;
1;530076957;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0024-46;FARMACIA DA ECONOMIA NACIONAL LTDA FL 7;580,1;
1;530076958;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0025-27;FARMACIA DA ECONOMIA NACIONAL LTDA;671,92;
1;530076959;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0026-08;FARMACIA DA ECONOMIA NACIONAL LTDA;385,75;
1;530076960;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0027-99;FARMACIA DA ECONOMIA NACIONAL LTDA;287,57;
1;530076961;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0028-70;FARMACIA DA ECONOMIA NACIONAL LTDA;529,65;
1;530076962;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);16.672.967/0030-94;FARMACIA DA ECONOMIA NACIONAL LTDA;456,69;
1;530076963;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);19.352.870/0001-58;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 5;1015,16;
1;530076964;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);19.352.870/0002-39;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 21;556,14;
1;530076965;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);43.599.432/0001-73;FARMACIAS DA ECONOMIA FARMA LTDA ME;569,15;
1;530076987;10588595001173;SANOFI MEDLEY FARMACEUTICA LTDA;09.079.911/0001-20;BARATAO DOS COMPRIMIDOS COMERC;7808,09;
1;530076988;10588595001173;SANOFI MEDLEY FARMACEUTICA LTDA;05.457.203/0001-25;CASA DOS COMPRIMIDOS COMERCIAL;21580,05;
1;530076989;10588595001173;SANOFI MEDLEY FARMACEUTICA LTDA;05.457.203/0001-25;CASA DOS COMPRIMIDOS COMERCIAL;14821,79;
1;530076991;10588595001173;SANOFI MEDLEY FARMACEUTICA LTDA;05.457.203/0001-25;CASA DOS COMPRIMIDOS COMERCIAL;315,88;
1;530076992;92265552000816;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);06.215.967/0001-77;FARMED COMERCIAL DE MEDICAMENTOS LTDA;822,33;
2;535041502;45992062000165;GERMED FARMACEUTICA LTDA;05.625.651/0001-90;B B BEZERRA & CIA LTDA-ME;7244,36;
2;535041503;57507378001418;EMS S/A;08.713.749/0001-98;BERGIBALDO BARBOSA BEZERRA ME;3304,88;
2;535041504;57507378001418;EMS S/A;07.219.651/0002-05;R P ELVAS MARTINS FILIAL;4521,9;
2;535041505;57507378001418;EMS S/A;07.219.651/0005-40;R P ELVAS MARTINS;4026,64;
2;535041506;57507378001418;EMS S/A;07.219.651/0006-20;R P ELVAS MARTINS ;4599,11;
2;535041507;57507378001418;EMS S/A;07.219.651/0001-16;R. P. ELVAS & DIOGENES LTDA;4386,85;
2;535041509;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;08.875.521/0001-02;ARENALDO FRANCA GUEDES FILHO;526,37;
2;535041510;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;08.343.236/0001-32;VERA LIANA ROCHA  MODESTO;529,52;
2;535041511;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;26.570.431/0001-87;JOAO CARVALHO RIBEIRO;622,99;
2;535041514;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;05.625.651/0001-90;B B BEZERRA & CIA LTDA-ME;685,05;
2;535041524;45992062000165;GERMED FARMACEUTICA LTDA;07.219.651/0001-16;R. P. ELVAS & DIOGENES LTDA;1273,3;
2;535041525;45992062000165;GERMED FARMACEUTICA LTDA;07.219.651/0002-05;R P ELVAS MARTINS FILIAL;1229,29;
2;535041526;45992062000165;GERMED FARMACEUTICA LTDA;07.219.651/0003-88;R P ELVAS  MARTINS- ALTERNATIV;1196,56;
2;535041528;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;33.906.692/0001-90;AMANDA LEITE DINIZ;705,53;
2;535041529;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;11.441.069/0001-77;M LEMOS VOGADO;566,36;
2;535041533;45992062000165;GERMED FARMACEUTICA LTDA;07.219.651/0007-01;R. P. ELVAS & DIOGENES LTDA;1062,0;
2;535041534;45992062000165;GERMED FARMACEUTICA LTDA;07.219.651/0004-69;R P ELVAS MARTINS- C.CASTRO;1119,73;
2;535041535;45992062000165;GERMED FARMACEUTICA LTDA;07.219.651/0005-40;R P ELVAS MARTINS;1176,85;
2;535041536;45992062000165;GERMED FARMACEUTICA LTDA;07.219.651/0006-20;R P ELVAS MARTINS ;1053,0;
2;535041538;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.219.651/0001-16;R. P. ELVAS & DIOGENES LTDA;3238,77;
2;535041539;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.219.651/0001-16;R. P. ELVAS & DIOGENES LTDA;448,22;
2;535041540;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.219.651/0007-01;R. P. ELVAS & DIOGENES LTDA;293,06;
2;535041541;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.219.651/0004-69;R P ELVAS MARTINS- C.CASTRO;374,73;
2;535041542;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.219.651/0008-92;R. P. ELVAS & DIOGENES LTDA;374,86;
2;535041543;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.219.651/0002-05;R P ELVAS MARTINS FILIAL;374,73;
2;535041544;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.219.651/0006-20;R P ELVAS MARTINS ;374,86;
2;535041545;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.219.651/0005-40;R P ELVAS MARTINS;374,86;
2;535041546;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);07.219.651/0003-88;R P ELVAS  MARTINS- ALTERNATIV;374,73;
2;535041547;61286647001007;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);08.713.749/0001-98;BERGIBALDO BARBOSA BEZERRA ME;1060,92;
2;535041566;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;11.435.338/0001-92;M DAS MERCES DOS SANTOS RODRIG;667,0;
2;535041567;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;56.605.698/0001-23;JULIANA DIAS DE FARIAS;655,22;
2;535041568;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;05.625.651/0001-90;B B BEZERRA & CIA LTDA-ME;8121,82;
2;535041572;45992062000165;GERMED FARMACEUTICA LTDA;08.713.749/0001-98;BERGIBALDO BARBOSA BEZERRA ME;3356,99;
2;535041579;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;11.911.082/0001-42;PLATAO PASSOS MASCARENHAS ME;529,07;
2;535041594;45992062000165;GERMED FARMACEUTICA LTDA;08.713.749/0001-98;BERGIBALDO BARBOSA BEZERRA ME;105,46;
2;535041595;45992062000165;GERMED FARMACEUTICA LTDA;07.219.651/0001-16;R. P. ELVAS & DIOGENES LTDA;985,68;
2;535041599;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;10.940.449/0001-93;NATALIA ALVES DA SILVA;589,98;
2;535041608;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;12.955.072/0001-71;F W BARROS FERNANDES;638,07;
2;535041627;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;46.143.532/0002-60;VITORIA MASCARENHAS VARGAS;540,74;
2;535041632;17159229000176;LABORATORIO TEUTO BRASILEIRO S/A;46.143.532/0002-60;VITORIA MASCARENHAS VARGAS;3121,7;
1;559025597;02932074004260;HYPERA S.A;37.416.975/0001-05;SOS FARMA LTDA ME;341,56;
1;559025603;02932074006394;HYPERA S.A;06.284.732/0001-37;PRODUTOS FARMACEUTICO NOGUEIRA;2725,32;
1;559025604;02932074004260;HYPERA S.A;06.284.732/0001-37;PRODUTOS FARMACEUTICO NOGUEIRA;235,57;
1;559025605;02932074006394;HYPERA S.A;00.996.848/0001-12;PRODUTOS FARMACEUTICOS TORRES;2772,0;
1;559025606;02932074004260;HYPERA S.A;00.996.848/0001-12;PRODUTOS FARMACEUTICOS TORRES;235,57;
1;559025611;02932074006394;HYPERA S.A;36.240.411/0001-00;EMMANUEL VICTOR DE ARAUJO GOUVEIA ME;3128,71;
1;559025612;02932074006394;HYPERA S.A;57.525.478/0001-52;DROGARIA E V ARAUJO LTDA;4267,73;
1;559025613;02932074004260;HYPERA S.A;57.525.478/0001-52;DROGARIA E V ARAUJO LTDA;2389,82;
1;559025614;02932074004260;HYPERA S.A;45.918.277/0001-36;DROGARIA E V GOUVEIA LTDA  ME;2100,33;
1;559025615;02932074004260;HYPERA S.A;34.212.352/0001-22;THAIS M DE SOUZA;709,45;
1;559025616;02932074004260;HYPERA S.A;48.518.961/0001-19;COMERCIAL DE MEDICAMENTOS FREITAS LTDA;623,03;
1;559025626;02932074006394;HYPERA S.A;37.915.417/0001-94;ANTONIO FELIX FERNANDES ME*;2812,26;
1;559025628;02932074006394;HYPERA S.A;33.250.621/0001-82;FARMACIA PEIXOTO LTDA;537,44;
1;559025632;02932074004260;HYPERA S.A;17.976.078/0001-49;CRISTIANO MOREIRA MAIA;797,38;
1;559025637;02932074004260;HYPERA S.A;53.187.448/0001-22;FARMACIA POPULAR MAIS SAUDE LTDA;485,45;
1;559025643;02932074006394;HYPERA S.A;28.266.053/0001-78;F NIKELLY PEREIRA DE ALMEIDA;2880,55;
1;559025644;02932074004260;HYPERA S.A;36.240.411/0001-00;EMMANUEL VICTOR DE ARAUJO GOUVEIA ME;338,87;
1;559025645;02932074004260;HYPERA S.A;45.918.277/0001-36;DROGARIA E V GOUVEIA LTDA  ME;2951,12;
1;559025646;02932074004260;HYPERA S.A;57.525.478/0001-52;DROGARIA E V ARAUJO LTDA;3142,22;
1;559025648;02932074004260;HYPERA S.A;29.520.980/0001-35;DENISE KEILY PINHEIRO DE CARVALHO;247,83;
